module,locus_tag,gene_weight,accession,start,end,strand,product,old_locus_tag,Description,Preferred_name,PFAMs,Protein names,Length,Protein families,Gene Ontology (GO),Gene Ontology (molecular function),regulator
71,Atu0063,0.1475897148546126,NC_003062.2,66551.0,67573.0,+,ABC transporter%2C substrate binding protein (sugar),AGR_C_94,"ABC-type sugar transport system, periplasmic component",frcB,Peripla_BP_4,"ABC transporter, substrate binding protein (Sugar)",340.0,,periplasmic space [GO:0042597],,
71,Atu0065,0.1668759834109452,NC_003062.2,68880.0,69662.0,+,ABC transporter%2C nucleotide binding/ATPase protein (sugar),AGR_C_98,ABC transporter,frcA,ABC_tran,"ABC transporter, nucleotide binding/ATPase protein (Sugar)",260.0,,ATP binding [GO:0005524],ATP binding [GO:0005524],
71,Atu0184,-0.3402690112050618,NC_003062.2,186737.0,187759.0,-,glucokinase,AGR_C_310,Belongs to the bacterial glucokinase family,glk,Glucokinase,Glucokinase (EC 2.7.1.2) (Glucose kinase),340.0,Bacterial glucokinase family,cytoplasm [GO:0005737]; ATP binding [GO:0005524]; glucokinase activity [GO:0004340]; glucose binding [GO:0005536]; glycolytic process [GO:0006096],ATP binding [GO:0005524]; glucokinase activity [GO:0004340]; glucose binding [GO:0005536],Atu4505
71,Atu0185,-0.3467419024719951,NC_003062.2,187787.0,188170.0,-,methylglyoxal synthase,AGR_C_311,methylglyoxal synthase,mgsA,MGS,Methylglyoxal synthase (MGS) (EC 4.2.3.3),127.0,Methylglyoxal synthase family,methylglyoxal synthase activity [GO:0008929]; methylglyoxal biosynthetic process [GO:0019242],methylglyoxal synthase activity [GO:0008929],Atu4505
71,Atu0401,0.512081939549802,NC_003062.2,395635.0,396561.0,+,fructokinase,AGR_C_706,"Sugar kinases, ribokinase family",frk,PfkB,Fructokinase,308.0,,"kinase activity [GO:0016301]; phosphotransferase activity, alcohol group as acceptor [GO:0016773]; phosphorylation [GO:0016310]","kinase activity [GO:0016301]; phosphotransferase activity, alcohol group as acceptor [GO:0016773]",Atu4505
71,Atu4075,-0.2037565358118264,NC_003063.2,1192917.0,1194359.0,-,glycogen synthase,AGR_L_1562,"Synthesizes alpha-1,4-glucan chains using ADP-glucose",glgA,"Glyco_transf_5,Glycos_transf_1",Glycogen synthase 1 (EC 2.4.1.21) (Starch [bacterial glycogen] synthase 1),480.0,"Glycosyltransferase 1 family, Bacterial/plant glycogen synthase subfamily","alpha-1,4-glucan synthase activity [GO:0033201]; glycogen (starch) synthase activity [GO:0004373]; starch synthase activity [GO:0009011]; glycogen biosynthetic process [GO:0005978]","alpha-1,4-glucan synthase activity [GO:0033201]; glycogen (starch) synthase activity [GO:0004373]; starch synthase activity [GO:0009011]",
71,Atu2156,0.2049587818830721,NC_003062.2,2124071.0,2125318.0,+,conserved hypothetical protein,AGR_C_3910,2-epimerase,yihS,GlcNAc_2-epim,Mannose-6-phosphate isomerase,415.0,N-acylglucosamine 2-epimerase family,isomerase activity [GO:0016853]; carbohydrate metabolic process [GO:0005975],isomerase activity [GO:0016853],
72,Atu3338,0.3439024575435481,NC_003063.2,372478.0,373743.0,+,ABC transporter%2C substrate binding protein (trehalose/maltose),AGR_L_2966,"ABC-type sugar transport system, periplasmic component",thuE,"SBP_bac_1,SBP_bac_8","ABC transporter, substrate binding protein (Trehalose/maltose)",421.0,Bacterial solute-binding protein 1 family,outer membrane [GO:0019867]; periplasmic space [GO:0042597],,Atu3337
72,Atu3339,0.3413489239772022,NC_003063.2,373807.0,374781.0,+,ABC transporter%2C membrane spanning protein (trehalose/maltose),AGR_L_2963,"ABC-type sugar transport systems, permease components",thuF,BPD_transp_1,"ABC transporter, membrane spanning protein (Trehalose/maltose)",324.0,Binding-protein-dependent transport system permease family,plasma membrane [GO:0005886]; transmembrane transport [GO:0055085],,Atu3337
72,Atu4075,-0.1113856767184708,NC_003063.2,1192917.0,1194359.0,-,glycogen synthase,AGR_L_1562,"Synthesizes alpha-1,4-glucan chains using ADP-glucose",glgA,"Glyco_transf_5,Glycos_transf_1",Glycogen synthase 1 (EC 2.4.1.21) (Starch [bacterial glycogen] synthase 1),480.0,"Glycosyltransferase 1 family, Bacterial/plant glycogen synthase subfamily","alpha-1,4-glucan synthase activity [GO:0033201]; glycogen (starch) synthase activity [GO:0004373]; starch synthase activity [GO:0009011]; glycogen biosynthetic process [GO:0005978]","alpha-1,4-glucan synthase activity [GO:0033201]; glycogen (starch) synthase activity [GO:0004373]; starch synthase activity [GO:0009011]",
72,Atu3340,0.3691836971858477,NC_003063.2,374778.0,375611.0,+,ABC transporter%2C membrane spanning protein (trehalose/maltose),AGR_L_2962,"ABC-type sugar transport system, permease component",thuG,BPD_transp_1,"ABC transporter, membrane spanning protein (Trehalose/maltose)",277.0,Binding-protein-dependent transport system permease family,plasma membrane [GO:0005886]; transmembrane transport [GO:0055085],,Atu3337
72,Atu3341,0.289761399052831,NC_003063.2,375622.0,376650.0,+,ABC transporter%2C nucleotide binding/ATPase protein (trehalose/maltose),AGR_L_2960,Belongs to the ABC transporter superfamily,thuK,"ABC_tran,TOBE_2","ABC transporter, nucleotide binding/ATPase protein (Trehalose/maltose)",342.0,ABC transporter superfamily,ATP-binding cassette (ABC) transporter complex [GO:0043190]; ABC-type transporter activity [GO:0140359]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; carbohydrate transport [GO:0008643],ABC-type transporter activity [GO:0140359]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887],Atu3337
72,Atu3337,-0.1556720402819915,NC_003063.2,371196.0,372209.0,-,transcriptional regulator%2C LacI family,AGR_L_2970,transcriptional,thuR,"LacI,Peripla_BP_1,Peripla_BP_3","Transcriptional regulator, LacI family",337.0,,DNA binding [GO:0003677]; regulation of DNA-templated transcription [GO:0006355],DNA binding [GO:0003677],Atu3337
72,Atu3342,0.4289637216418372,NC_003063.2,376708.0,377493.0,+,trehalose utilization-related protein,AGR_L_2958,Trehalose utilization protein,thuA,ThuA,Trehalose utilization-related protein,261.0,,,,Atu3337
72,Atu3343,0.305913715099705,NC_003063.2,377500.0,378549.0,+,trehalose utilization-related protein,AGR_L_2956,"Oxidoreductase family, C-terminal alpha/beta domain",thuB,"GFO_IDH_MocA,GFO_IDH_MocA_C",Trehalose utilization-related protein,349.0,,nucleotide binding [GO:0000166],nucleotide binding [GO:0000166],Atu3337
73,Atu4148,-0.1050661672155725,NC_003063.2,1265293.0,1266312.0,-,UDP-glucuronic acid epimerase,AGR_L_1415,UDP-glucuronic acid epimerase,lspL,"Epimerase,GDP_Man_Dehyd",UDP-glucuronic acid epimerase,339.0,,,,
73,Atu5483,0.4392219660957789,NC_003064.2,474855.0,475853.0,+,transcriptional regulator%2C GntR family,AGR_pAT_716,FCD,-,"FCD,GntR","Transcriptional regulator, GntR family",332.0,,DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700],DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700],
73,Atu4773,-0.1920972123212062,NC_003063.2,1941969.0,1942343.0,-,two component response regulator,AGR_L_220,cheY-homologous receiver domain,-,Response_reg,Two component response regulator,124.0,,phosphorelay signal transduction system [GO:0000160],,
73,Atu1308,-0.0968854867702661,NC_003062.2,1300286.0,1301227.0,-,aspartate carbamoyl transferase catalytic subunit,AGR_C_2407,Belongs to the ATCase OTCase family,pyrB,"OTCace,OTCace_N",Aspartate carbamoyltransferase (EC 2.1.3.2) (Aspartate transcarbamylase) (ATCase),313.0,"Aspartate/ornithine carbamoyltransferase superfamily, ATCase family",amino acid binding [GO:0016597]; aspartate carbamoyltransferase activity [GO:0004070]; 'de novo' pyrimidine nucleobase biosynthetic process [GO:0006207]; 'de novo' UMP biosynthetic process [GO:0044205]; amino acid metabolic process [GO:0006520],amino acid binding [GO:0016597]; aspartate carbamoyltransferase activity [GO:0004070],
73,Atu1364,-0.0998560230047373,NC_003062.2,1358343.0,1360853.0,+,ATP-dependent Clp protease%2C ATP-binding subunit,AGR_C_2524,Belongs to the ClpA ClpB family,clpA,"AAA,AAA_2,ClpB_D2-small,Clp_N","ATP-dependent Clp protease, ATP-binding subunit",836.0,ClpA/ClpB family,ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; peptidase activity [GO:0008233]; protein unfolding [GO:0043335]; proteolysis [GO:0006508],ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; peptidase activity [GO:0008233],
73,Atu0031,-0.2140910365838342,NC_003062.2,33698.0,34099.0,-,PTS system%2C IIA component,AGR_C_50,"Phosphotransferase system, mannose fructose-specific component IIA",manX,EIIA-man,"PTS system, IIA component",133.0,,membrane [GO:0016020]; kinase activity [GO:0016301]; phosphoenolpyruvate-dependent sugar phosphotransferase system [GO:0009401]; phosphorylation [GO:0016310],kinase activity [GO:0016301],
73,Atu0025,-0.09731194740182,NC_003062.2,26768.0,27505.0,-,conserved hypothetical protein,AGR_C_42,"Nucleoside-diphosphate-sugar pyrophosphorylase involved in lipopolysaccharide biosynthesis translation initiation factor 2B, gamma epsilon subunits",MA20_24100,"NTP_transf_3,NTP_transferase",MobA-like NTP transferase domain-containing protein,245.0,,,,
73,Atu0649,-0.1059098162083283,NC_003062.2,641451.0,642707.0,+,cyclopropane-fatty-acyl-phospholipid synthase,AGR_C_1155,cyclopropane-fatty-acyl-phospholipid synthase,cfa,CMAS,Cyclopropane-fatty-acyl-phospholipid synthase,418.0,CFA/CMAS family,lipid biosynthetic process [GO:0008610],,
74,Atu1308,0.3298984854082983,NC_003062.2,1300286.0,1301227.0,-,aspartate carbamoyl transferase catalytic subunit,AGR_C_2407,Belongs to the ATCase OTCase family,pyrB,"OTCace,OTCace_N",Aspartate carbamoyltransferase (EC 2.1.3.2) (Aspartate transcarbamylase) (ATCase),313.0,"Aspartate/ornithine carbamoyltransferase superfamily, ATCase family",amino acid binding [GO:0016597]; aspartate carbamoyltransferase activity [GO:0004070]; 'de novo' pyrimidine nucleobase biosynthetic process [GO:0006207]; 'de novo' UMP biosynthetic process [GO:0044205]; amino acid metabolic process [GO:0006520],amino acid binding [GO:0016597]; aspartate carbamoyltransferase activity [GO:0004070],
74,Atu0486,0.3500930098848016,NC_003062.2,474266.0,475357.0,+,dihydroorotate dehydrogenase,AGR_C_861,Catalyzes the conversion of dihydroorotate to orotate with quinone as electron acceptor,pyrD,DHO_dh,Dihydroorotate dehydrogenase (quinone) (EC 1.3.5.2) (DHOdehase) (DHOD) (DHODase) (Dihydroorotate oxidase),363.0,"Dihydroorotate dehydrogenase family, Type 2 subfamily",cytoplasm [GO:0005737]; plasma membrane [GO:0005886]; dihydroorotate dehydrogenase (quinone) activity [GO:0106430]; 'de novo' pyrimidine nucleobase biosynthetic process [GO:0006207]; 'de novo' UMP biosynthetic process [GO:0044205],dihydroorotate dehydrogenase (quinone) activity [GO:0106430],
74,Atu0434,0.0957559690219953,NC_003062.2,429508.0,430620.0,+,2'-deoxycytidine 5'-triphosphate deaminase,AGR_C_764,2-deoxycytidine 5-triphosphate deaminase,dcd,DCD,2'-deoxycytidine 5'-triphosphate deaminase,370.0,,dCTP deaminase activity [GO:0008829]; 2'-deoxyribonucleotide metabolic process [GO:0009394],dCTP deaminase activity [GO:0008829],
74,Atu0400,0.3606576620207776,NC_003062.2,394837.0,395535.0,+,orotate phosphoribosyltransferase,AGR_C_704,"Catalyzes the transfer of a ribosyl phosphate group from 5-phosphoribose 1-diphosphate to orotate, leading to the formation of orotidine monophosphate (OMP)",pyrE,Pribosyltran,Orotate phosphoribosyltransferase (OPRT) (OPRTase) (EC 2.4.2.10),232.0,"Purine/pyrimidine phosphoribosyltransferase family, PyrE subfamily",magnesium ion binding [GO:0000287]; orotate phosphoribosyltransferase activity [GO:0004588]; 'de novo' UMP biosynthetic process [GO:0044205],magnesium ion binding [GO:0000287]; orotate phosphoribosyltransferase activity [GO:0004588],
74,Atu1307,0.3410971079534842,NC_003062.2,1298997.0,1300289.0,-,dihydroorotase,AGR_C_2404,dihydroorotase,pyrC,Amidohydro_1,Dihydroorotase,430.0,,dihydroorotase activity [GO:0004151]; metal ion binding [GO:0046872]; pyrimidine nucleotide biosynthetic process [GO:0006221],dihydroorotase activity [GO:0004151]; metal ion binding [GO:0046872],
74,Atu0298,0.3374234582106863,NC_003062.2,291565.0,292272.0,-,orotidine 5,AGR_C_515,Catalyzes the decarboxylation of orotidine 5'- monophosphate (OMP) to uridine 5'-monophosphate (UMP),pyrF,OMPdecase,Orotidine 5'-phosphate decarboxylase (EC 4.1.1.23) (OMP decarboxylase) (OMPDCase) (OMPdecase),235.0,"OMP decarboxylase family, Type 1 subfamily",orotidine-5'-phosphate decarboxylase activity [GO:0004590]; 'de novo' pyrimidine nucleobase biosynthetic process [GO:0006207]; 'de novo' UMP biosynthetic process [GO:0044205],orotidine-5'-phosphate decarboxylase activity [GO:0004590],
74,Atu0399,0.3212607462161325,NC_003062.2,393648.0,394685.0,+,dihydroorotase,AGR_C_703,Catalyzes the reversible cyclization of carbamoyl aspartate to dihydroorotate,pyrC,Amidohydro_1,Dihydroorotase (DHOase) (EC 3.5.2.3),345.0,"Metallo-dependent hydrolases superfamily, DHOase family, Class II DHOase subfamily",dihydroorotase activity [GO:0004151]; zinc ion binding [GO:0008270]; 'de novo' UMP biosynthetic process [GO:0044205]; pyrimidine nucleobase biosynthetic process [GO:0019856],dihydroorotase activity [GO:0004151]; zinc ion binding [GO:0008270],
75,Atu0595,-0.1019023806651415,NC_003062.2,579911.0,580999.0,+,ABC transporter%2C nucleotide binding/ATPase protein,AGR_C_1052,Belongs to the ABC transporter superfamily,aglK,"ABC_tran,TOBE_2","ABC transporter, nucleotide binding/ATPase protein",362.0,ABC transporter superfamily,plasma membrane [GO:0005886]; ABC-type transporter activity [GO:0140359]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; carbohydrate transport [GO:0008643],ABC-type transporter activity [GO:0140359]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887],Atu0590
75,Atu0184,-0.1667427124239244,NC_003062.2,186737.0,187759.0,-,glucokinase,AGR_C_310,Belongs to the bacterial glucokinase family,glk,Glucokinase,Glucokinase (EC 2.7.1.2) (Glucose kinase),340.0,Bacterial glucokinase family,cytoplasm [GO:0005737]; ATP binding [GO:0005524]; glucokinase activity [GO:0004340]; glucose binding [GO:0005536]; glycolytic process [GO:0006096],ATP binding [GO:0005524]; glucokinase activity [GO:0004340]; glucose binding [GO:0005536],Atu4505
75,Atu1470,-0.0882104487912144,NC_003062.2,1465238.0,1465615.0,+,Camphor resistance protein,AGR_C_2712,"Important for reducing fluoride concentration in the cell, thus reducing its toxicity",crcB,CRCB,Fluoride-specific ion channel FluC,125.0,Fluoride channel Fluc/FEX (TC 1.A.43) family,plasma membrane [GO:0005886]; fluoride transmembrane transporter activity [GO:1903425]; metal ion binding [GO:0046872],fluoride transmembrane transporter activity [GO:1903425]; metal ion binding [GO:0046872],
75,Atu1750,-0.1064993961364679,NC_003062.2,1737056.0,1737508.0,+,phosphoribosyl c-AMP cyclohydrolase,AGR_C_3213,Catalyzes the hydrolysis of the adenine ring of phosphoribosyl-AMP,hisI,"PRA-CH,PRA-PH",Phosphoribosyl-AMP cyclohydrolase (PRA-CH) (EC 3.5.4.19),150.0,PRA-CH family,cytoplasm [GO:0005737]; magnesium ion binding [GO:0000287]; phosphoribosyl-AMP cyclohydrolase activity [GO:0004635]; zinc ion binding [GO:0008270]; histidine biosynthetic process [GO:0000105],magnesium ion binding [GO:0000287]; phosphoribosyl-AMP cyclohydrolase activity [GO:0004635]; zinc ion binding [GO:0008270],
75,Atu3337,0.7486521965072553,NC_003063.2,371196.0,372209.0,-,transcriptional regulator%2C LacI family,AGR_L_2970,transcriptional,thuR,"LacI,Peripla_BP_1,Peripla_BP_3","Transcriptional regulator, LacI family",337.0,,DNA binding [GO:0003677]; regulation of DNA-templated transcription [GO:0006355],DNA binding [GO:0003677],Atu3337
75,Atu3613,0.0875170520326488,NC_003063.2,668745.0,669506.0,-,conserved hypothetical protein,AGR_L_2422gl,Methyltransferase,MA20_39625,Methyltransf_11,Methyltransferase type 11 domain-containing protein,253.0,,methyltransferase activity [GO:0008168],methyltransferase activity [GO:0008168],
75,Atu0590,0.0884546011584186,NC_003062.2,573201.0,574226.0,-,transcriptional regulator repressor,AGR_C_1043,transcriptional,aglR,"LacI,Peripla_BP_3",Transcriptional regulator repressor,341.0,,DNA binding [GO:0003677]; regulation of DNA-templated transcription [GO:0006355],DNA binding [GO:0003677],Atu0590
76,Atu1463,0.4204914584431073,NC_003062.2,1460699.0,1461061.0,-,glycine cleavage system component H,AGR_C_2700,The glycine cleavage system catalyzes the degradation of glycine. The H protein shuttles the methylamine group of glycine from the P protein to the T protein,gcvH,GCV_H,Glycine cleavage system H protein,120.0,GcvH family,glycine cleavage complex [GO:0005960]; glycine decarboxylation via glycine cleavage system [GO:0019464],,Atu4420
76,Atu3731,0.1417228077210901,NC_003063.2,811772.0,812359.0,-,5-formyltetrahydrofolate cyclo-ligase,AGR_L_2205,Belongs to the 5-formyltetrahydrofolate cyclo-ligase family,MA20_17975,5-FTHF_cyc-lig,5-formyltetrahydrofolate cyclo-ligase (EC 6.3.3.2),195.0,5-formyltetrahydrofolate cyclo-ligase family,5-formyltetrahydrofolate cyclo-ligase activity [GO:0030272]; ATP binding [GO:0005524]; metal ion binding [GO:0046872],5-formyltetrahydrofolate cyclo-ligase activity [GO:0030272]; ATP binding [GO:0005524]; metal ion binding [GO:0046872],
